Pays,Substance,Message
Eswatini,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Eswatini,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Eswatini,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise sans autorisation à l'importation.
Eswatini,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Eswatini,N-phénylpipéridine-4-amine,Autorisation d'exportation requise sans autorisation à l'importation.
Eswatini,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Eswatini,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise sans autorisation à l'importation.
Eswatini,Anhydride acétique,Autorisation d'exportation requise sans autorisation à l'importation.
Eswatini,Phosphore rouge,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Eswatini,Acide phénylacétique,Autorisation d'exportation requise sans autorisation à l'importation.
Eswatini,Acide anthranilique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Eswatini,Pipéridine,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Eswatini,Permanganate de potassium,Autorisation d'exportation requise sans autorisation à l'importation.
Eswatini,Acide chlorhydrique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Eswatini,Acide sulfurique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Eswatini,Toluéne,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Eswatini,Ether éthylique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Eswatini,Acétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Eswatini,Méthyléthylcétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Eswatini,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Eswatini,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Eswatini,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise mais pas d'information à l'importation.
Eswatini,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Alpha-phénylacétoacétamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Phényl 1 Propanone 2,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Acide N-acétylanthranilique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Isosafrole (cis + trans),Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Pipéronal,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Safrole,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Chloroéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Chloropseudoéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Ephédrine (matiére premiére),Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Pseudoéphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Noréphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Ergométrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Ergotamine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Acide lysergique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Huile de sassafras,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,N-phénylpipéridine-4-amine,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Etats Unis,Anhydride acétique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Phosphore rouge,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Etats Unis,Acide phénylacétique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Acide anthranilique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Etats Unis,Pipéridine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Permanganate de potassium,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Acide chlorhydrique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Etats Unis,Acide sulfurique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Etats Unis,Toluéne,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Etats Unis,Ether éthylique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Etats Unis,Acétone,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Etats Unis,Méthyléthylcétone,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Etats Unis,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Etats Unis,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Ethiopie,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,Alpha-phénylacétoacétamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,Phényl 1 Propanone 2,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Ethiopie,Acide N-acétylanthranilique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Ethiopie,Isosafrole (cis + trans),Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Ethiopie,Pipéronal,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Ethiopie,Safrole,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Ethiopie,Chloroéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,Chloropseudoéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,Ephédrine (matiére premiére),Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,Pseudoéphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Ethiopie,Noréphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Ethiopie,Ergométrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Ethiopie,Ergotamine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Ethiopie,Acide lysergique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Ethiopie,Huile de sassafras,Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,N-phénylpipéridine-4-amine,Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Ethiopie,Anhydride acétique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Ethiopie,Phosphore rouge,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
